time,actual_call,actual_sla_v,actual_agent,predicted_agent,predicted_call
2019-06-10 23:30:00,3,3,,9,27
2019-06-11 00:00:00,12,12,,11,34
2019-06-11 00:30:00,12,12,,11,30
2019-06-11 01:00:00,8,8,,7,16
2019-06-11 01:30:00,6,6,,5,9
2019-06-11 02:00:00,8,8,,4,7
2019-06-11 02:30:00,3,3,,4,5
2019-06-11 03:00:00,0,0,,3,3
2019-06-11 03:30:00,1,1,,3,3
2019-06-11 04:00:00,2,2,,3,3
2019-06-11 04:30:00,1,1,,3,3
2019-06-11 05:00:00,3,3,,3,3
2019-06-11 05:30:00,4,4,,4,5
2019-06-11 06:00:00,9,9,,4,8
2019-06-11 06:30:00,11,11,,8,19
2019-06-11 07:00:00,19,19,,12,35
2019-06-11 07:30:00,32,32,,16,55
2019-06-11 08:00:00,92,92,,29,122
2019-06-11 08:30:00,162,162,,48,212
2019-06-11 09:00:00,228,228,,61,281
2019-06-11 09:30:00,217,217,,71,325
2019-06-11 10:00:00,214,214,,72,332
2019-06-11 10:30:00,219,219,,72,338
2019-06-11 11:00:00,217,217,,80,374
2019-06-11 11:30:00,230,230,,75,348
2019-06-11 12:00:00,216,216,,67,310
2019-06-11 12:30:00,186,186,,65,299
2019-06-11 13:00:00,240,240,,69,318
2019-06-11 13:30:00,213,213,,69,318
2019-06-11 14:00:00,212,212,,68,313
2019-06-11 14:30:00,220,220,,64,297
2019-06-11 15:00:00,253,253,,65,300
2019-06-11 15:30:00,229,229,,61,282
2019-06-11 16:00:00,219,219,,61,277
2019-06-11 16:30:00,209,209,,56,255
2019-06-11 17:00:00,198,90,,53,240
2019-06-11 17:30:00,165,148,,49,218
2019-06-11 18:00:00,144,118,,43,187
2019-06-11 18:30:00,135,98,,36,155
2019-06-11 19:00:00,127,21,,33,142
2019-06-11 19:30:00,112,64,,32,132
2019-06-11 20:00:00,148,0,,32,131
2019-06-11 20:30:00,101,46,,29,121
2019-06-11 21:00:00,107,17,,27,108
2019-06-11 21:30:00,64,53,,23,84
2019-06-11 22:00:00,46,46,,19,66
2019-06-11 22:30:00,41,41,,15,50
2019-06-11 23:00:00,20,20,,12,40
2019-06-11 23:30:00,22,21,,9,27
2019-06-12 00:00:00,23,23,,11,34
2019-06-12 00:30:00,11,11,,11,30
2019-06-12 01:00:00,13,13,,7,16
2019-06-12 01:30:00,2,2,,5,9
2019-06-12 02:00:00,6,6,,4,7
2019-06-12 02:30:00,1,1,,4,5
2019-06-12 03:00:00,1,1,,3,3
2019-06-12 03:30:00,2,2,,3,3
2019-06-12 04:00:00,1,1,,3,3
2019-06-12 04:30:00,3,3,,3,3
2019-06-12 05:00:00,1,1,,3,3
2019-06-12 05:30:00,1,1,,4,5
2019-06-12 06:00:00,8,8,,4,8
2019-06-12 06:30:00,17,17,,8,19
2019-06-12 07:00:00,24,24,,12,35
2019-06-12 07:30:00,34,34,,16,55
2019-06-12 08:00:00,82,82,,29,122
2019-06-12 08:30:00,134,134,,48,212
2019-06-12 09:00:00,204,204,,61,281
2019-06-12 09:30:00,238,238,,71,325
2019-06-12 10:00:00,230,230,,72,332
2019-06-12 10:30:00,247,225,,72,338
2019-06-12 11:00:00,274,209,,80,374
2019-06-12 11:30:00,244,198,,75,348
2019-06-12 12:00:00,230,224,,67,310
2019-06-12 12:30:00,205,205,,65,299
2019-06-12 13:00:00,205,205,,69,318
2019-06-12 13:30:00,222,222,,69,318
2019-06-12 14:00:00,205,205,,68,313
2019-06-12 14:30:00,214,214,,64,297
2019-06-12 15:00:00,188,188,,65,300
2019-06-12 15:30:00,216,216,,61,282
2019-06-12 16:00:00,213,213,,61,277
2019-06-12 16:30:00,198,198,,56,255
2019-06-12 17:00:00,198,111,,53,240
2019-06-12 17:30:00,174,89,,49,218
2019-06-12 18:00:00,153,115,,43,187
2019-06-12 18:30:00,135,124,,36,155
2019-06-12 19:00:00,95,95,,33,142
2019-06-12 19:30:00,109,95,,32,132
2019-06-12 20:00:00,105,75,,32,131
2019-06-12 20:30:00,82,82,,29,121
2019-06-12 21:00:00,69,68,,27,108
2019-06-12 21:30:00,59,59,,23,84
2019-06-12 22:00:00,49,35,,19,66
2019-06-12 22:30:00,37,37,,15,50
2019-06-12 23:00:00,29,24,,12,40
2019-06-12 23:30:00,14,12,,9,27
2019-06-13 00:00:00,22,15,,11,34
2019-06-13 00:30:00,7,7,,11,30
2019-06-13 01:00:00,11,11,,7,16
2019-06-13 01:30:00,2,2,,5,9
2019-06-13 02:00:00,8,8,,4,7
2019-06-13 02:30:00,6,6,,4,5
2019-06-13 03:00:00,0,0,,3,3
2019-06-13 03:30:00,2,2,,3,3
2019-06-13 04:00:00,5,5,,3,3
2019-06-13 04:30:00,3,3,,3,3
2019-06-13 05:00:00,1,1,,3,3
2019-06-13 05:30:00,3,3,,4,5
2019-06-13 06:00:00,7,7,,4,8
2019-06-13 06:30:00,12,12,,8,19
2019-06-13 07:00:00,15,15,,12,35
2019-06-13 07:30:00,33,33,,16,55
2019-06-13 08:00:00,76,76,,29,122
2019-06-13 08:30:00,140,140,,48,212
2019-06-13 09:00:00,199,199,,61,281
2019-06-13 09:30:00,231,229,,71,325
2019-06-13 10:00:00,230,207,,72,332
2019-06-13 10:30:00,223,222,,72,338
2019-06-13 11:00:00,219,219,,80,374
2019-06-13 11:30:00,233,226,,75,348
2019-06-13 12:00:00,215,215,,67,310
2019-06-13 12:30:00,197,197,,65,299
2019-06-13 13:00:00,265,196,,69,318
2019-06-13 13:30:00,243,238,,69,318
2019-06-13 14:00:00,266,266,,68,313
2019-06-13 14:30:00,218,218,,64,297
2019-06-13 15:00:00,197,197,,65,300
2019-06-13 15:30:00,215,215,,61,282
2019-06-13 16:00:00,199,191,,61,277
2019-06-13 16:30:00,175,175,,56,255
2019-06-13 17:00:00,173,173,,53,240
2019-06-13 17:30:00,139,139,,49,218
2019-06-13 18:00:00,136,136,,43,187
2019-06-13 18:30:00,127,127,,36,155
2019-06-13 19:00:00,93,93,,33,142
2019-06-13 19:30:00,112,69,,32,132
2019-06-13 20:00:00,90,90,,32,131
2019-06-13 20:30:00,102,102,,29,121
2019-06-13 21:00:00,86,80,,27,108
2019-06-13 21:30:00,91,91,,23,84
2019-06-13 22:00:00,46,46,,19,66
2019-06-13 22:30:00,36,36,,15,50
2019-06-13 23:00:00,22,22,,12,40
2019-06-13 23:30:00,14,14,,9,27
2019-06-14 00:00:00,27,27,,11,34
2019-06-14 00:30:00,16,16,,11,30
2019-06-14 01:00:00,14,14,,7,16
2019-06-14 01:30:00,5,5,,5,9
2019-06-14 02:00:00,2,2,,4,7
2019-06-14 02:30:00,1,1,,4,5
2019-06-14 03:00:00,1,1,,3,3
2019-06-14 03:30:00,2,2,,3,3
2019-06-14 04:00:00,2,2,,3,3
2019-06-14 04:30:00,1,1,,3,3
2019-06-14 05:00:00,1,1,,3,3
2019-06-14 05:30:00,2,2,,4,5
2019-06-14 06:00:00,8,8,,4,8
2019-06-14 06:30:00,11,11,,8,19
2019-06-14 07:00:00,27,27,,12,35
2019-06-14 07:30:00,35,35,,16,55
2019-06-14 08:00:00,78,78,,29,122
2019-06-14 08:30:00,137,137,,48,212
2019-06-14 09:00:00,208,208,,61,281
2019-06-14 09:30:00,238,238,,71,325
2019-06-14 10:00:00,233,233,,72,332
2019-06-14 10:30:00,192,192,,72,338
2019-06-14 11:00:00,210,210,,80,374
2019-06-14 11:30:00,208,208,,75,348
2019-06-14 12:00:00,218,218,,67,310
2019-06-14 12:30:00,187,187,,65,299
2019-06-14 13:00:00,191,191,,69,318
2019-06-14 13:30:00,213,213,,69,318
2019-06-14 14:00:00,190,190,,68,313
2019-06-14 14:30:00,178,178,,64,297
2019-06-14 15:00:00,186,186,,65,300
2019-06-14 15:30:00,180,180,,61,282
2019-06-14 16:00:00,175,175,,61,277
2019-06-14 16:30:00,164,164,,56,255
2019-06-14 17:00:00,187,155,,53,240
2019-06-14 17:30:00,129,129,,49,218
2019-06-14 18:00:00,126,126,,43,187
2019-06-14 18:30:00,122,122,,36,155
2019-06-14 19:00:00,99,63,,33,142
2019-06-14 19:30:00,98,38,,32,132
2019-06-14 20:00:00,88,15,,32,131
2019-06-14 20:30:00,66,40,,29,121
2019-06-14 21:00:00,67,28,,27,108
2019-06-14 21:30:00,64,39,,23,84
2019-06-14 22:00:00,40,34,,19,66
2019-06-14 22:30:00,28,28,,15,50
2019-06-14 23:00:00,28,28,,12,40
2019-06-14 23:30:00,16,16,,9,27
2019-06-15 00:00:00,14,14,,8,21
2019-06-15 00:30:00,18,18,,5,13
2019-06-15 01:00:00,8,8,,5,10
2019-06-15 01:30:00,6,6,,4,6
2019-06-15 02:00:00,3,3,,4,6
2019-06-15 02:30:00,4,4,,4,4
2019-06-15 03:00:00,1,1,,3,2
2019-06-15 03:30:00,1,1,,3,2
2019-06-15 04:00:00,2,2,,3,2
2019-06-15 04:30:00,1,1,,3,2
2019-06-15 05:00:00,3,3,,4,4
2019-06-15 05:30:00,5,5,,4,4
2019-06-15 06:00:00,10,10,,3,3
2019-06-15 06:30:00,8,8,,7,18
2019-06-15 07:00:00,22,22,,8,20
2019-06-15 07:30:00,33,33,,12,39
2019-06-15 08:00:00,62,62,,17,63
2019-06-15 08:30:00,97,97,,27,104
2019-06-15 09:00:00,139,139,,40,171
2019-06-15 09:30:00,148,148,,47,204
2019-06-15 10:00:00,151,151,,47,204
2019-06-15 10:30:00,152,146,,49,216
2019-06-15 11:00:00,163,163,,49,219
2019-06-15 11:30:00,157,157,,47,207
2019-06-15 12:00:00,150,150,,48,211
2019-06-15 12:30:00,159,159,,47,208
2019-06-15 13:00:00,170,163,,48,209
2019-06-15 13:30:00,168,168,,45,200
2019-06-15 14:00:00,162,162,,44,193
2019-06-15 14:30:00,162,162,,41,179
2019-06-15 15:00:00,135,135,,47,205
2019-06-15 15:30:00,141,141,,44,194
2019-06-15 16:00:00,154,154,,45,197
2019-06-15 16:30:00,131,131,,41,180
2019-06-15 17:00:00,119,103,,39,164
2019-06-15 17:30:00,103,103,,36,149
2019-06-15 18:00:00,112,46,,29,122
2019-06-15 18:30:00,84,78,,25,102
2019-06-15 19:00:00,61,59,,25,97
2019-06-15 19:30:00,74,42,,23,84
2019-06-15 20:00:00,78,37,,19,71
2019-06-15 20:30:00,49,46,,21,78
2019-06-15 21:00:00,58,25,,19,71
2019-06-15 21:30:00,62,6,,17,59
2019-06-15 22:00:00,59,12,,15,51
2019-06-15 22:30:00,46,46,,12,37
2019-06-15 23:00:00,28,16,,12,37
2019-06-15 23:30:00,6,6,,13,43
2019-06-16 00:00:00,18,18,,9,28
2019-06-16 00:30:00,6,6,,9,26
2019-06-16 01:00:00,7,7,,5,13
2019-06-16 01:30:00,5,5,,5,9
2019-06-16 02:00:00,6,6,,4,4
2019-06-16 02:30:00,6,6,,3,3
2019-06-16 03:00:00,1,1,,4,4
2019-06-16 03:30:00,2,2,,3,2
2019-06-16 04:00:00,0,0,,3,3
2019-06-16 04:30:00,0,0,,4,5
2019-06-16 05:00:00,0,0,,3,2
2019-06-16 05:30:00,1,1,,4,4
2019-06-16 06:00:00,1,1,,4,7
2019-06-16 06:30:00,2,2,,5,13
2019-06-16 07:00:00,19,19,,8,21
2019-06-16 07:30:00,14,14,,11,30
2019-06-16 08:00:00,33,33,,17,59
2019-06-16 08:30:00,33,33,,23,88
2019-06-16 09:00:00,60,60,,33,136
2019-06-16 09:30:00,76,76,,33,141
2019-06-16 10:00:00,76,76,,39,166
2019-06-16 10:30:00,81,81,,41,176
2019-06-16 11:00:00,79,79,,41,177
2019-06-16 11:30:00,97,97,,39,167
2019-06-16 12:00:00,102,102,,40,171
2019-06-16 12:30:00,79,79,,37,156
2019-06-16 13:00:00,56,56,,36,153
2019-06-16 13:30:00,72,72,,33,139
2019-06-16 14:00:00,68,68,,33,140
2019-06-16 14:30:00,68,68,,35,148
2019-06-16 15:00:00,81,81,,33,142
2019-06-16 15:30:00,70,70,,35,147
2019-06-16 16:00:00,59,59,,39,162
2019-06-16 16:30:00,65,65,,32,134
2019-06-16 17:00:00,69,69,,32,134
2019-06-16 17:30:00,55,55,,29,117
2019-06-16 18:00:00,60,60,,25,103
2019-06-16 18:30:00,63,63,,23,90
2019-06-16 19:00:00,76,34,,21,82
2019-06-16 19:30:00,44,39,,23,90
2019-06-16 20:00:00,40,40,,24,91
2019-06-16 20:30:00,51,43,,21,83
2019-06-16 21:00:00,38,35,,20,72
2019-06-16 21:30:00,34,25,,16,58
2019-06-16 22:00:00,18,18,,16,57
2019-06-16 22:30:00,22,22,,16,58
2019-06-16 23:00:00,20,20,,15,50
2019-06-16 23:30:00,10,10,,9,28
2019-06-17 00:00:00,11,11,,11,34
2019-06-17 00:30:00,11,11,,11,30
2019-06-17 01:00:00,5,5,,7,16
2019-06-17 01:30:00,7,7,,5,9
2019-06-17 02:00:00,3,3,,4,7
2019-06-17 02:30:00,1,1,,4,5
2019-06-17 03:00:00,2,2,,3,3
2019-06-17 03:30:00,0,0,,3,3
2019-06-17 04:00:00,0,0,,3,3
2019-06-17 04:30:00,3,3,,3,3
2019-06-17 05:00:00,2,2,,3,3
2019-06-17 05:30:00,0,0,,4,5
2019-06-17 06:00:00,4,4,,4,8
2019-06-17 06:30:00,17,17,,8,19
2019-06-17 07:00:00,13,13,,12,35
2019-06-17 07:30:00,24,24,,16,55
2019-06-17 08:00:00,58,58,,29,122
2019-06-17 08:30:00,105,105,,48,212
2019-06-17 09:00:00,162,162,,61,281
2019-06-17 09:30:00,194,194,,71,325
2019-06-17 10:00:00,236,234,,72,332
2019-06-17 10:30:00,236,208,,72,338
2019-06-17 11:00:00,238,238,,80,374
2019-06-17 11:30:00,263,263,,75,348
2019-06-17 12:00:00,233,233,,67,310
2019-06-17 12:30:00,198,198,,65,299
2019-06-17 13:00:00,225,225,,69,318
2019-06-17 13:30:00,214,214,,69,318
2019-06-17 14:00:00,224,224,,68,313
2019-06-17 14:30:00,210,210,,64,297
2019-06-17 15:00:00,203,203,,65,300
2019-06-17 15:30:00,200,200,,61,282
2019-06-17 16:00:00,222,222,,61,277
2019-06-17 16:30:00,197,197,,56,255
2019-06-17 17:00:00,167,159,,53,240
2019-06-17 17:30:00,143,143,,49,218
2019-06-17 18:00:00,150,99,,43,187
2019-06-17 18:30:00,119,101,,36,155
2019-06-17 19:00:00,141,41,,33,142
2019-06-17 19:30:00,98,46,,32,132
2019-06-17 20:00:00,91,79,,32,131
2019-06-17 20:30:00,88,31,,29,121
2019-06-17 21:00:00,64,64,,27,108
2019-06-17 21:30:00,67,53,,23,84
2019-06-17 22:00:00,51,51,,19,66
2019-06-17 22:30:00,48,48,,15,50
2019-06-17 23:00:00,29,28,,12,40
2019-06-17 23:30:00,19,19,,9,27
2019-06-18 00:00:00,16,16,,11,34
2019-06-18 00:30:00,13,13,,11,30
2019-06-18 01:00:00,8,8,,7,16
2019-06-18 01:30:00,3,3,,5,9
2019-06-18 02:00:00,5,5,,4,7
2019-06-18 02:30:00,5,5,,4,5
2019-06-18 03:00:00,4,4,,3,3
2019-06-18 03:30:00,3,3,,3,3
2019-06-18 04:00:00,3,3,,3,3
2019-06-18 04:30:00,3,3,,3,3
2019-06-18 05:00:00,2,2,,3,3
2019-06-18 05:30:00,3,3,,4,5
2019-06-18 06:00:00,6,6,,4,8
2019-06-18 06:30:00,22,21,,8,19
2019-06-18 07:00:00,28,28,,12,35
2019-06-18 07:30:00,24,24,,16,55
2019-06-18 08:00:00,70,70,,29,122
2019-06-18 08:30:00,125,125,,48,212
2019-06-18 09:00:00,216,216,,61,281
2019-06-18 09:30:00,246,246,,71,325
2019-06-18 10:00:00,178,178,,72,332
2019-06-18 10:30:00,204,204,,72,338
2019-06-18 11:00:00,220,214,,80,374
2019-06-18 11:30:00,205,205,,75,348
2019-06-18 12:00:00,170,170,,67,310
2019-06-18 12:30:00,215,215,,65,299
2019-06-18 13:00:00,243,240,,69,318
2019-06-18 13:30:00,217,185,,69,318
2019-06-18 14:00:00,236,236,,68,313
2019-06-18 14:30:00,194,194,,64,297
2019-06-18 15:00:00,213,213,,65,300
2019-06-18 15:30:00,214,214,,61,282
2019-06-18 16:00:00,200,200,,61,277
2019-06-18 16:30:00,193,193,,56,255
2019-06-18 17:00:00,180,180,,53,240
2019-06-18 17:30:00,119,119,,49,218
2019-06-18 18:00:00,116,115,,43,187
2019-06-18 18:30:00,141,60,,36,155
2019-06-18 19:00:00,113,80,,33,142
2019-06-18 19:30:00,136,32,,32,132
2019-06-18 20:00:00,109,21,,32,131
2019-06-18 20:30:00,101,48,,29,121
2019-06-18 21:00:00,57,56,,27,108
2019-06-18 21:30:00,63,61,,23,84
2019-06-18 22:00:00,47,32,,19,66
2019-06-18 22:30:00,47,47,,15,50
2019-06-18 23:00:00,33,29,,12,40
2019-06-18 23:30:00,21,21,,9,27
2019-06-19 00:00:00,27,25,,11,34
2019-06-19 00:30:00,17,17,,11,30
2019-06-19 01:00:00,12,12,,7,16
2019-06-19 01:30:00,10,10,,5,9
2019-06-19 02:00:00,4,4,,4,7
2019-06-19 02:30:00,4,4,,4,5
2019-06-19 03:00:00,0,0,,3,3
2019-06-19 03:30:00,0,0,,3,3
2019-06-19 04:00:00,3,3,,3,3
2019-06-19 04:30:00,1,1,,3,3
2019-06-19 05:00:00,0,0,,3,3
2019-06-19 05:30:00,4,4,,4,5
2019-06-19 06:00:00,7,7,,4,8
2019-06-19 06:30:00,6,6,,8,19
2019-06-19 07:00:00,19,19,,12,35
2019-06-19 07:30:00,33,33,,16,55
2019-06-19 08:00:00,66,66,,29,122
2019-06-19 08:30:00,114,114,,48,212
2019-06-19 09:00:00,179,179,,61,281
2019-06-19 09:30:00,228,213,,71,325
2019-06-19 10:00:00,227,227,,72,332
2019-06-19 10:30:00,232,231,,72,338
2019-06-19 11:00:00,227,227,,80,374
2019-06-19 11:30:00,247,235,,75,348
2019-06-19 12:00:00,198,198,,67,310
2019-06-19 12:30:00,176,176,,65,299
2019-06-19 13:00:00,189,189,,69,318
2019-06-19 13:30:00,225,225,,69,318
2019-06-19 14:00:00,207,207,,68,313
2019-06-19 14:30:00,214,214,,64,297
2019-06-19 15:00:00,181,181,,65,300
2019-06-19 15:30:00,200,200,,61,282
2019-06-19 16:00:00,170,170,,61,277
2019-06-19 16:30:00,192,192,,56,255
2019-06-19 17:00:00,143,143,,53,240
2019-06-19 17:30:00,137,137,,49,218
2019-06-19 18:00:00,131,130,,43,187
2019-06-19 18:30:00,116,113,,36,155
2019-06-19 19:00:00,77,77,,33,142
2019-06-19 19:30:00,111,99,,32,132
2019-06-19 20:00:00,72,67,,32,131
2019-06-19 20:30:00,82,69,,29,121
2019-06-19 21:00:00,67,55,,27,108
2019-06-19 21:30:00,60,60,,23,84
2019-06-19 22:00:00,45,45,,19,66
2019-06-19 22:30:00,31,31,,15,50
2019-06-19 23:00:00,33,32,,12,40
2019-06-19 23:30:00,29,29,,9,27
2019-06-20 00:00:00,21,21,,11,34
2019-06-20 00:30:00,13,13,,11,30
2019-06-20 01:00:00,6,6,,7,16
2019-06-20 01:30:00,4,4,,5,9
2019-06-20 02:00:00,3,3,,4,7
2019-06-20 02:30:00,2,2,,4,5
2019-06-20 03:00:00,1,1,,3,3
2019-06-20 03:30:00,3,3,,3,3
2019-06-20 04:00:00,2,2,,3,3
2019-06-20 04:30:00,1,1,,3,3
2019-06-20 05:00:00,1,1,,3,3
2019-06-20 05:30:00,5,5,,4,5
2019-06-20 06:00:00,10,10,,4,8
2019-06-20 06:30:00,20,20,,8,19
2019-06-20 07:00:00,25,25,,12,35
2019-06-20 07:30:00,31,31,,16,55
2019-06-20 08:00:00,56,56,,29,122
2019-06-20 08:30:00,109,109,,48,212
2019-06-20 09:00:00,189,189,,61,281
2019-06-20 09:30:00,189,188,,71,325
2019-06-20 10:00:00,219,219,,72,332
2019-06-20 10:30:00,219,215,,72,338
2019-06-20 11:00:00,216,210,,80,374
2019-06-20 11:30:00,201,201,,75,348
2019-06-20 12:00:00,182,182,,67,310
2019-06-20 12:30:00,169,169,,65,299
2019-06-20 13:00:00,209,209,,69,318
2019-06-20 13:30:00,194,194,,69,318
2019-06-20 14:00:00,191,191,,68,313
2019-06-20 14:30:00,219,219,,64,297
2019-06-20 15:00:00,225,225,,65,300
2019-06-20 15:30:00,280,280,,61,282
2019-06-20 16:00:00,232,232,,61,277
2019-06-20 16:30:00,204,204,,56,255
2019-06-20 17:00:00,155,155,,53,240
2019-06-20 17:30:00,149,149,,49,218
2019-06-20 18:00:00,121,121,,43,187
2019-06-20 18:30:00,114,114,,36,155
2019-06-20 19:00:00,105,68,,33,142
2019-06-20 19:30:00,90,83,,32,132
2019-06-20 20:00:00,98,98,,32,131
2019-06-20 20:30:00,74,74,,29,121
2019-06-20 21:00:00,65,65,,27,108
2019-06-20 21:30:00,67,67,,23,84
2019-06-20 22:00:00,48,48,,19,66
2019-06-20 22:30:00,41,41,,15,50
2019-06-20 23:00:00,23,21,,12,40
2019-06-20 23:30:00,19,19,,9,27
2019-06-21 00:00:00,15,15,,11,34
2019-06-21 00:30:00,11,11,,11,30
2019-06-21 01:00:00,7,7,,7,16
2019-06-21 01:30:00,5,5,,5,9
2019-06-21 02:00:00,1,1,,4,7
2019-06-21 02:30:00,2,2,,4,5
2019-06-21 03:00:00,4,4,,3,3
2019-06-21 03:30:00,0,0,,3,3
2019-06-21 04:00:00,1,1,,3,3
2019-06-21 04:30:00,0,0,,3,3
2019-06-21 05:00:00,0,0,,3,3
2019-06-21 05:30:00,4,4,,4,5
2019-06-21 06:00:00,12,12,,4,8
2019-06-21 06:30:00,19,19,,8,19
2019-06-21 07:00:00,25,25,,12,35
2019-06-21 07:30:00,33,33,,16,55
2019-06-21 08:00:00,79,79,,29,122
2019-06-21 08:30:00,138,138,,48,212
2019-06-21 09:00:00,177,177,,61,281
2019-06-21 09:30:00,184,184,,71,325
2019-06-21 10:00:00,206,206,,72,332
2019-06-21 10:30:00,191,191,,72,338
2019-06-21 11:00:00,201,201,,80,374
2019-06-21 11:30:00,186,186,,75,348
2019-06-21 12:00:00,181,181,,67,310
2019-06-21 12:30:00,183,183,,65,299
2019-06-21 13:00:00,172,172,,69,318
2019-06-21 13:30:00,171,171,,69,318
2019-06-21 14:00:00,171,171,,68,313
2019-06-21 14:30:00,199,199,,64,297
2019-06-21 15:00:00,192,192,,65,300
2019-06-21 15:30:00,191,190,,61,282
2019-06-21 16:00:00,191,191,,61,277
2019-06-21 16:30:00,164,164,,56,255
2019-06-21 17:00:00,127,127,,53,240
2019-06-21 17:30:00,155,132,,49,218
2019-06-21 18:00:00,137,137,,43,187
2019-06-21 18:30:00,84,84,,36,155
2019-06-21 19:00:00,65,65,,33,142
2019-06-21 19:30:00,71,70,,32,132
2019-06-21 20:00:00,68,68,,32,131
2019-06-21 20:30:00,63,62,,29,121
2019-06-21 21:00:00,58,55,,27,108
2019-06-21 21:30:00,52,47,,23,84
2019-06-21 22:00:00,34,34,,19,66
2019-06-21 22:30:00,42,42,,15,50
2019-06-21 23:00:00,17,17,,12,40
2019-06-21 23:30:00,16,16,,9,27
2019-06-22 00:00:00,19,17,,8,21
2019-06-22 00:30:00,10,10,,5,13
2019-06-22 01:00:00,8,8,,5,10
2019-06-22 01:30:00,8,8,,4,6
2019-06-22 02:00:00,3,3,,4,6
2019-06-22 02:30:00,6,6,,4,4
2019-06-22 03:00:00,0,0,,3,2
2019-06-22 03:30:00,2,2,,3,2
2019-06-22 04:00:00,5,5,,3,2
2019-06-22 04:30:00,4,4,,3,2
2019-06-22 05:00:00,4,4,,4,4
2019-06-22 05:30:00,2,2,,4,4
2019-06-22 06:00:00,9,9,,3,3
2019-06-22 06:30:00,7,7,,7,18
2019-06-22 07:00:00,20,20,,8,20
2019-06-22 07:30:00,20,20,,12,39
2019-06-22 08:00:00,46,46,,17,63
2019-06-22 08:30:00,80,80,,27,104
2019-06-22 09:00:00,146,146,,40,171
2019-06-22 09:30:00,140,140,,47,204
2019-06-22 10:00:00,138,138,,47,204
2019-06-22 10:30:00,148,148,,49,216
2019-06-22 11:00:00,174,174,,49,219
2019-06-22 11:30:00,136,136,,47,207
2019-06-22 12:00:00,130,130,,48,211
2019-06-22 12:30:00,139,139,,47,208
2019-06-22 13:00:00,126,126,,48,209
2019-06-22 13:30:00,151,151,,45,200
2019-06-22 14:00:00,128,128,,44,193
2019-06-22 14:30:00,125,125,,41,179
2019-06-22 15:00:00,129,129,,47,205
2019-06-22 15:30:00,132,132,,44,194
2019-06-22 16:00:00,126,126,,45,197
2019-06-22 16:30:00,111,111,,41,180
2019-06-22 17:00:00,105,105,,39,164
2019-06-22 17:30:00,86,86,,36,149
2019-06-22 18:00:00,81,81,,29,122
2019-06-22 18:30:00,66,66,,25,102
2019-06-22 19:00:00,67,64,,25,97
2019-06-22 19:30:00,50,49,,23,84
2019-06-22 20:00:00,48,44,,19,71
2019-06-22 20:30:00,41,41,,21,78
2019-06-22 21:00:00,43,40,,19,71
2019-06-22 21:30:00,42,42,,17,59
2019-06-22 22:00:00,43,35,,15,51
2019-06-22 22:30:00,20,20,,12,37
2019-06-22 23:00:00,16,16,,12,37
2019-06-22 23:30:00,21,21,,13,43
2019-06-23 00:00:00,22,22,,9,28
2019-06-23 00:30:00,13,13,,9,26
2019-06-23 01:00:00,11,11,,5,13
2019-06-23 01:30:00,8,8,,5,9
2019-06-23 02:00:00,4,4,,4,4
2019-06-23 02:30:00,4,4,,3,3
2019-06-23 03:00:00,3,3,,4,4
2019-06-23 03:30:00,1,1,,3,2
2019-06-23 04:00:00,1,1,,3,3
2019-06-23 04:30:00,0,0,,4,5
2019-06-23 05:00:00,3,3,,3,2
2019-06-23 05:30:00,4,4,,4,4
2019-06-23 06:00:00,7,7,,4,7
2019-06-23 06:30:00,14,14,,5,13
2019-06-23 07:00:00,12,12,,8,21
2019-06-23 07:30:00,27,27,,11,30
2019-06-23 08:00:00,32,32,,17,59
2019-06-23 08:30:00,51,51,,23,88
2019-06-23 09:00:00,96,96,,33,136
2019-06-23 09:30:00,82,82,,33,141
2019-06-23 10:00:00,77,77,,39,166
2019-06-23 10:30:00,83,83,,41,176
2019-06-23 11:00:00,100,100,,41,177
2019-06-23 11:30:00,96,96,,39,167
2019-06-23 12:00:00,94,94,,40,171
2019-06-23 12:30:00,91,91,,37,156
2019-06-23 13:00:00,71,71,,36,153
2019-06-23 13:30:00,84,84,,33,139
2019-06-23 14:00:00,102,102,,33,140
2019-06-23 14:30:00,82,82,,35,148
2019-06-23 15:00:00,77,77,,33,142
2019-06-23 15:30:00,88,88,,35,147
2019-06-23 16:00:00,79,79,,39,162
2019-06-23 16:30:00,79,79,,32,134
2019-06-23 17:00:00,75,75,,32,134
2019-06-23 17:30:00,60,60,,29,117
2019-06-23 18:00:00,52,52,,25,103
2019-06-23 18:30:00,51,51,,23,90
2019-06-23 19:00:00,71,69,,21,82
2019-06-23 19:30:00,60,60,,23,90
2019-06-23 20:00:00,44,44,,24,91
2019-06-23 20:30:00,41,41,,21,83
2019-06-23 21:00:00,48,48,,20,72
2019-06-23 21:30:00,32,32,,16,58
2019-06-23 22:00:00,32,30,,16,57
2019-06-23 22:30:00,15,15,,16,58
2019-06-23 23:00:00,14,14,,15,50
2019-06-23 23:30:00,15,15,,9,28
2019-06-24 00:00:00,16,16,,11,34
2019-06-24 00:30:00,5,5,,11,30
2019-06-24 01:00:00,6,6,,7,16
2019-06-24 01:30:00,2,2,,5,9
2019-06-24 02:00:00,1,1,,4,7
2019-06-24 02:30:00,2,2,,4,5
2019-06-24 03:00:00,1,1,,3,3
2019-06-24 03:30:00,0,0,,3,3
2019-06-24 04:00:00,2,2,,3,3
